movieId,tmdbId,movielens_title,source_title,source_release_date,overview,overview_language,directors,cast,source_url,source_dataset,retrieved_on
48416,9842,School for Scoundrels (2006),School for Scoundrels,2006-09-29,"A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.",en,"[{""id"": 57130, ""name"": ""Todd Phillips""}]","[{""id"": 879, ""name"": ""Billy Bob Thornton""}, {""id"": 53926, ""name"": ""Jon Heder""}, {""id"": 6857, ""name"": ""Jacinda Barrett""}, {""id"": 7404, ""name"": ""Sarah Silverman""}, {""id"": 61981, ""name"": ""Michael Clarke Duncan""}]",https://www.themoviedb.org/movie/9842,TMDB 5000 Movie Dataset,2026-09-12
48516,1422,"Departed, The (2006)",The Departed,2006-10-05,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",en,"[{""id"": 1032, ""name"": ""Martin Scorsese""}]","[{""id"": 6193, ""name"": ""Leonardo DiCaprio""}, {""id"": 1892, ""name"": ""Matt Damon""}, {""id"": 514, ""name"": ""Jack Nicholson""}, {""id"": 13240, ""name"": ""Mark Wahlberg""}, {""id"": 8349, ""name"": ""Martin Sheen""}]",https://www.themoviedb.org/movie/1422,TMDB 5000 Movie Dataset,2026-09-12
48518,10781,"Texas Chainsaw Massacre: The Beginning, The (2006)",The Texas Chainsaw Massacre: The Beginning,2006-10-06,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",en,"[{""id"": 66739, ""name"": ""Jonathan Liebesman""}]","[{""id"": 22123, ""name"": ""Jordana Brewster""}, {""id"": 66741, ""name"": ""Taylor Handley""}, {""id"": 59263, ""name"": ""Diora Baird""}, {""id"": 66743, ""name"": ""Matt Bomer""}, {""id"": 8655, ""name"": ""R. Lee Ermey""}]",https://www.themoviedb.org/movie/10781,TMDB 5000 Movie Dataset,2026-09-12
48520,9794,Employee of the Month (2006),Employee of the Month,2006-10-06,"When he hears that the new female employee digs ambitious men who are the store employee of the month, a slacker gets his act together but finds himself in competition with his rival, an ambitious co-worker.",en,"[{""id"": 47364, ""name"": ""Greg Coolidge""}]","[{""id"": 31837, ""name"": ""Dane Cook""}, {""id"": 52052, ""name"": ""Jessica Simpson""}, {""id"": 51298, ""name"": ""Dax Shepard""}, {""id"": 43120, ""name"": ""Andy Dick""}, {""id"": 53400, ""name"": ""Tim Bagley""}]",https://www.themoviedb.org/movie/9794,TMDB 5000 Movie Dataset,2026-09-12
48560,7510,Running With Scissors (2006),Running with Scissors,2006-10-27,"Young Augusten Burroughs absorbs experiences that could make for a shocking memoir: the son of an alcoholic father and an unstable mother, he's handed off to his mother's therapist, Dr. Finch, and spends his adolescent years as a member of Finch's bizarre extended family.",en,"[{""id"": 52779, ""name"": ""Ryan Murphy""}]","[{""id"": 516, ""name"": ""Annette Bening""}, {""id"": 1248, ""name"": ""Brian Cox""}, {""id"": 33528, ""name"": ""Joseph Cross""}, {""id"": 12763, ""name"": ""Joseph Fiennes""}, {""id"": 38940, ""name"": ""Evan Rachel Wood""}]",https://www.themoviedb.org/movie/7510,TMDB 5000 Movie Dataset,2026-09-12
48593,9895,Man of the Year (2006),Man of the Year,2006-10-09,"The irreverent host of a political satire talk show decides to run for president and expose corruption in Washington. His stunt goes further than he expects when he actually wins the election, but a software engineer suspects that a computer glitch is responsible for his surprising victory.",en,"[{""id"": 8246, ""name"": ""Barry Levinson""}]","[{""id"": 2157, ""name"": ""Robin Williams""}, {""id"": 4690, ""name"": ""Christopher Walken""}, {""id"": 350, ""name"": ""Laura Linney""}, {""id"": 59258, ""name"": ""Lewis Black""}, {""id"": 4785, ""name"": ""Jeff Goldblum""}]",https://www.themoviedb.org/movie/9895,TMDB 5000 Movie Dataset,2026-09-12
48596,8975,"Marine, The (2006)",The Marine,2006-10-13,A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,en,"[{""id"": 56453, ""name"": ""John Bonito""}]","[{""id"": 56446, ""name"": ""John Cena""}, {""id"": 56447, ""name"": ""Kelly Carlson""}, {""id"": 418, ""name"": ""Robert Patrick""}, {""id"": 160179, ""name"": ""Abigail Bianca""}, {""id"": 9378, ""name"": ""Anthony Ray Parker""}]",https://www.themoviedb.org/movie/8975,TMDB 5000 Movie Dataset,2026-09-12
48598,9672,Infamous (2006),Infamous,2006-11-16,"While researching his book In Cold Blood, writer Truman Capote develops a close relationship with convicted murderers Dick Hickock and Perry Smith.",en,"[{""id"": 32983, ""name"": ""Douglas McGrath""}]","[{""id"": 10205, ""name"": ""Sigourney Weaver""}, {""id"": 13014, ""name"": ""Toby Jones""}, {""id"": 12052, ""name"": ""Gwyneth Paltrow""}, {""id"": 18277, ""name"": ""Sandra Bullock""}, {""id"": 6588, ""name"": ""Isabella Rossellini""}]",https://www.themoviedb.org/movie/9672,TMDB 5000 Movie Dataset,2026-09-12
48678,10070,Feast (2005),Feast,2005-10-14,Patrons locked inside of a bar are forced to fight monsters.,en,"[{""id"": 62797, ""name"": ""John Gulager""}]","[{""id"": 9296, ""name"": ""Balthazar Getty""}, {""id"": 9290, ""name"": ""Henry Rollins""}, {""id"": 43778, ""name"": ""Navi Rawat""}, {""id"": 52860, ""name"": ""Judah Friedlander""}, {""id"": 19302, ""name"": ""Jason Mewes""}]",https://www.themoviedb.org/movie/10070,TMDB 5000 Movie Dataset,2026-09-12
48696,1440,Little Children (2006),Little Children,2006-10-06,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",en,"[{""id"": 5010, ""name"": ""Todd Field""}]","[{""id"": 204, ""name"": ""Kate Winslet""}, {""id"": 17178, ""name"": ""Patrick Wilson""}, {""id"": 6161, ""name"": ""Jennifer Connelly""}, {""id"": 17183, ""name"": ""Jackie Earle Haley""}, {""id"": 11315, ""name"": ""Noah Emmerich""}]",https://www.themoviedb.org/movie/1440,TMDB 5000 Movie Dataset,2026-09-12
48738,1523,"Last King of Scotland, The (2006)",The Last King of Scotland,2006-09-01,"Young Scottish doctor, Nicholas Garrigan decides it's time for an adventure after he finishes his formal education, so he decides to try his luck in Uganda, and arrives during the downfall of President Obote. General Idi Amin comes to power and asks Garrigan to become his personal doctor.",en,"[{""id"": 17350, ""name"": ""Kevin Macdonald""}]","[{""id"": 2178, ""name"": ""Forest Whitaker""}, {""id"": 5530, ""name"": ""James McAvoy""}, {""id"": 16358, ""name"": ""Simon McBurney""}, {""id"": 12214, ""name"": ""Gillian Anderson""}, {""id"": 11703, ""name"": ""Kerry Washington""}]",https://www.themoviedb.org/movie/1523,TMDB 5000 Movie Dataset,2026-09-12
48744,1378,Shortbus (2006),Shortbus,2006-05-20,"A group of New Yorkers caught up in their milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.. The characters converge in a weekly Brooklyn salon loosely inspired by various underground NYC gatherings that took place in the early 2000's.",en,"[{""id"": 17114, ""name"": ""John Cameron Mitchell""}]","[{""id"": 19766, ""name"": ""Sook-Yin Lee""}, {""id"": 19764, ""name"": ""Paul Dawson""}, {""id"": 19762, ""name"": ""PJ DeBoy""}, {""id"": 19760, ""name"": ""Jay Brannan""}, {""id"": 19761, ""name"": ""Lindsay Beamish""}]",https://www.themoviedb.org/movie/1378,TMDB 5000 Movie Dataset,2026-09-12
48774,9693,Children of Men (2006),Children of Men,2006-09-22,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",en,"[{""id"": 11218, ""name"": ""Alfonso Cuarón""}]","[{""id"": 2296, ""name"": ""Clive Owen""}, {""id"": 3895, ""name"": ""Michael Caine""}, {""id"": 1231, ""name"": ""Julianne Moore""}, {""id"": 56365, ""name"": ""Charlie Hunnam""}, {""id"": 5294, ""name"": ""Chiwetel Ejiofor""}]",https://www.themoviedb.org/movie/9693,TMDB 5000 Movie Dataset,2026-09-12
48780,1124,"Prestige, The (2006)",The Prestige,2006-10-19,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",en,"[{""id"": 525, ""name"": ""Christopher Nolan""}]","[{""id"": 6968, ""name"": ""Hugh Jackman""}, {""id"": 3894, ""name"": ""Christian Bale""}, {""id"": 3895, ""name"": ""Michael Caine""}, {""id"": 1245, ""name"": ""Scarlett Johansson""}, {""id"": 1333, ""name"": ""Andy Serkis""}]",https://www.themoviedb.org/movie/1124,TMDB 5000 Movie Dataset,2026-09-12
48783,3683,Flags of Our Fathers (2006),Flags of Our Fathers,2006-10-18,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen – John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes, who fought in the battle to take Iwo Jima from the Japanese.",en,"[{""id"": 190, ""name"": ""Clint Eastwood""}]","[{""id"": 11864, ""name"": ""Ryan Phillippe""}, {""id"": 33527, ""name"": ""Adam Beach""}, {""id"": 17772, ""name"": ""Jesse Bradford""}, {""id"": 21179, ""name"": ""John Benjamin Hickey""}, {""id"": 21134, ""name"": ""John Slattery""}]",https://www.themoviedb.org/movie/3683,TMDB 5000 Movie Dataset,2026-09-12
48877,214,Saw III (2006),Saw III,2006-10-27,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",en,"[{""id"": 2675, ""name"": ""Darren Lynn Bousman""}]","[{""id"": 2144, ""name"": ""Tobin Bell""}, {""id"": 2138, ""name"": ""Shawnee Smith""}, {""id"": 2464, ""name"": ""Angus Macfadyen""}, {""id"": 2677, ""name"": ""Bahar Soomekh""}, {""id"": 2133, ""name"": ""Dina Meyer""}]",https://www.themoviedb.org/movie/214,TMDB 5000 Movie Dataset,2026-09-12
48879,1123,Catch a Fire (2006),Catch a Fire,2006-10-27,"The true story of anti-apartheid activists in South Africa, and particularly the life of Patrick Chamusso, a timid foreman at Secunda CTL, the largest synthetic fuel plant in the world. Patrick is wrongly accused, imprisoned and tortured for an attempt to bomb the plant, with the injustice transforming the apolitical worker into a radicalised insurgent, who then carries out his own successful sabotage mission.",en,"[{""id"": 13015, ""name"": ""Phillip Noyce""}]","[{""id"": 504, ""name"": ""Tim Robbins""}, {""id"": 15543, ""name"": ""Derek Luke""}, {""id"": 15544, ""name"": ""Bonnie Henna""}, {""id"": 15545, ""name"": ""Mncedisi Shabangu""}, {""id"": 15546, ""name"": ""Tumisho Masha""}]",https://www.themoviedb.org/movie/1123,TMDB 5000 Movie Dataset,2026-09-12
48982,11619,Flushed Away (2006),Flushed Away,2006-10-22,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",en,"[{""id"": 33183, ""name"": ""David Bowers""}, {""id"": 58897, ""name"": ""Sam Fell""}]","[{""id"": 6968, ""name"": ""Hugh Jackman""}, {""id"": 204, ""name"": ""Kate Winslet""}, {""id"": 1327, ""name"": ""Ian McKellen""}, {""id"": 1003, ""name"": ""Jean Reno""}, {""id"": 2440, ""name"": ""Bill Nighy""}]",https://www.themoviedb.org/movie/11619,TMDB 5000 Movie Dataset,2026-09-12
48997,1427,Perfume: The Story of a Murderer (2006),Perfume: The Story of a Murderer,2006-09-13,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",en,"[{""id"": 1071, ""name"": ""Tom Tykwer""}]","[{""id"": 17064, ""name"": ""Ben Whishaw""}, {""id"": 16273, ""name"": ""Simon Chandler""}, {""id"": 10779, ""name"": ""David Calder""}, {""id"": 17079, ""name"": ""Richard Felix""}, {""id"": 8800, ""name"": ""Birgit Minichmayr""}]",https://www.themoviedb.org/movie/1427,TMDB 5000 Movie Dataset,2026-09-12
49130,9726,"Good Year, A (2006)",A Good Year,2006-09-09,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",en,"[{""id"": 578, ""name"": ""Ridley Scott""}]","[{""id"": 934, ""name"": ""Russell Crowe""}, {""id"": 8293, ""name"": ""Marion Cotillard""}, {""id"": 3926, ""name"": ""Albert Finney""}, {""id"": 2441, ""name"": ""Tom Hollander""}, {""id"": 37260, ""name"": ""Abbie Cornish""}]",https://www.themoviedb.org/movie/9726,TMDB 5000 Movie Dataset,2026-09-12
49220,14799,For Your Consideration (2006),For Your Consideration,2006-11-22,"Three actors learn that their respective performances in the film ""Home for Purim,"" a drama set in the mid-1940s American South, are generating award-season buzz.",en,"[{""id"": 13524, ""name"": ""Christopher Guest""}]","[{""id"": 11514, ""name"": ""Catherine O'Hara""}, {""id"": 6008, ""name"": ""Harry Shearer""}, {""id"": 7489, ""name"": ""Parker Posey""}, {""id"": 1242215, ""name"": ""Christopher Moynihan""}, {""id"": 8265, ""name"": ""John Michael Higgins""}]",https://www.themoviedb.org/movie/14799,TMDB 5000 Movie Dataset,2026-09-12
49272,36557,Casino Royale (2006),Casino Royale,2006-11-14,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",en,"[{""id"": 10702, ""name"": ""Martin Campbell""}]","[{""id"": 8784, ""name"": ""Daniel Craig""}, {""id"": 10912, ""name"": ""Eva Green""}, {""id"": 1019, ""name"": ""Mads Mikkelsen""}, {""id"": 5309, ""name"": ""Judi Dench""}, {""id"": 2954, ""name"": ""Jeffrey Wright""}]",https://www.themoviedb.org/movie/36557,TMDB 5000 Movie Dataset,2026-09-12
49274,9836,Happy Feet (2006),Happy Feet,2006-11-16,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",en,"[{""id"": 20629, ""name"": ""George Miller""}]","[{""id"": 109, ""name"": ""Elijah Wood""}, {""id"": 2157, ""name"": ""Robin Williams""}, {""id"": 328, ""name"": ""Brittany Murphy""}, {""id"": 6968, ""name"": ""Hugh Jackman""}, {""id"": 2227, ""name"": ""Nicole Kidman""}]",https://www.themoviedb.org/movie/9836,TMDB 5000 Movie Dataset,2026-09-12
49276,9809,Let's Go to Prison (2006),Let's Go to Prison,2006-11-17,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.",en,"[{""id"": 59410, ""name"": ""Bob Odenkirk""}]","[{""id"": 51298, ""name"": ""Dax Shepard""}, {""id"": 21200, ""name"": ""Will Arnett""}, {""id"": 8687, ""name"": ""Chi McBride""}, {""id"": 28638, ""name"": ""David Koechner""}, {""id"": 19152, ""name"": ""Dylan Baker""}]",https://www.themoviedb.org/movie/9809,TMDB 5000 Movie Dataset,2026-09-12
49280,10741,Bobby (2006),Bobby,2006-09-05,"In 1968 the lives of a retired doorman, hotel manager, lounge singer, busboy, beautician and others intersect in the wake of Robert F. Kennedy's assassination at the Ambassador Hotel in Los Angeles.",en,"[{""id"": 2880, ""name"": ""Emilio Estevez""}]","[{""id"": 4173, ""name"": ""Anthony Hopkins""}, {""id"": 69122, ""name"": ""Heather Graham""}, {""id"": 18976, ""name"": ""Ashton Kutcher""}, {""id"": 17628, ""name"": ""Mary Elizabeth Winstead""}, {""id"": 9994, ""name"": ""Helen Hunt""}]",https://www.themoviedb.org/movie/10741,TMDB 5000 Movie Dataset,2026-09-12
49286,1581,"Holiday, The (2006)",The Holiday,2006-12-08,"Two women, one (Cameron Diaz) from America and one (Kate Winslet) from Britain, swap homes at Christmastime after bad breakups with their boyfriends. Each woman finds romance with a local man (Jude Law, Jack Black) but realizes that the imminent return home may end the relationship.",en,"[{""id"": 17698, ""name"": ""Nancy Meyers""}]","[{""id"": 6941, ""name"": ""Cameron Diaz""}, {""id"": 204, ""name"": ""Kate Winslet""}, {""id"": 9642, ""name"": ""Jude Law""}, {""id"": 70851, ""name"": ""Jack Black""}, {""id"": 3265, ""name"": ""Eli Wallach""}]",https://www.themoviedb.org/movie/1581,TMDB 5000 Movie Dataset,2026-09-12
49314,7873,Harsh Times (2006),Harsh Times,2005-09-11,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend.",en,"[{""id"": 19769, ""name"": ""David Ayer""}]","[{""id"": 3894, ""name"": ""Christian Bale""}, {""id"": 6862, ""name"": ""Freddy Rodríguez""}, {""id"": 52605, ""name"": ""Eva Longoria""}, {""id"": 53247, ""name"": ""Chaka Forman""}, {""id"": 53248, ""name"": ""Tammy Trull""}]",https://www.themoviedb.org/movie/7873,TMDB 5000 Movie Dataset,2026-09-12
49524,2447,"Nativity Story, The (2006)",The Nativity Story,2006-12-01,"Mary and Joseph make the hard journey to Bethlehem for a blessed event in this retelling of the Nativity story. This meticulously researched and visually lush adaptation of the biblical tale follows the pair on their arduous path to their arrival in a small village, where they find shelter in a quiet manger and Jesus is born.",en,"[{""id"": 19850, ""name"": ""Catherine Hardwicke""}]","[{""id"": 15293, ""name"": ""Keisha Castle-Hughes""}, {""id"": 25072, ""name"": ""Oscar Isaac""}, {""id"": 765, ""name"": ""Hiam Abbass""}, {""id"": 17857, ""name"": ""Shaun Toub""}, {""id"": 8785, ""name"": ""Ciarán Hinds""}]",https://www.themoviedb.org/movie/2447,TMDB 5000 Movie Dataset,2026-09-12
49530,1372,Blood Diamond (2006),Blood Diamond,2006-12-07,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",en,"[{""id"": 9181, ""name"": ""Edward Zwick""}]","[{""id"": 6193, ""name"": ""Leonardo DiCaprio""}, {""id"": 938, ""name"": ""Djimon Hounsou""}, {""id"": 6161, ""name"": ""Jennifer Connelly""}, {""id"": 16742, ""name"": ""Kagiso Kuypers""}, {""id"": 16743, ""name"": ""Arnold Vosloo""}]",https://www.themoviedb.org/movie/1372,TMDB 5000 Movie Dataset,2026-09-12
49647,9986,Charlotte's Web (2006),Charlotte's Web,2006-12-15,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",en,"[{""id"": 17046, ""name"": ""Gary Winick""}]","[{""id"": 1204, ""name"": ""Julia Roberts""}, {""id"": 884, ""name"": ""Steve Buscemi""}, {""id"": 8930, ""name"": ""John Cleese""}, {""id"": 13309, ""name"": ""Oprah Winfrey""}, {""id"": 5726, ""name"": ""Cedric the Entertainer""}]",https://www.themoviedb.org/movie/9986,TMDB 5000 Movie Dataset,2026-09-12
49649,2486,Eragon (2006),Eragon,2006-12-14,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",en,"[{""id"": 25453, ""name"": ""Stefen Fangmeier""}]","[{""id"": 25438, ""name"": ""Ed Speleers""}, {""id"": 16940, ""name"": ""Jeremy Irons""}, {""id"": 7055, ""name"": ""Sienna Guillory""}, {""id"": 18023, ""name"": ""Robert Carlyle""}, {""id"": 938, ""name"": ""Djimon Hounsou""}]",https://www.themoviedb.org/movie/2486,TMDB 5000 Movie Dataset,2026-09-12
49651,1246,Rocky Balboa (2006),Rocky Balboa,2006-12-20,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",en,"[{""id"": 16483, ""name"": ""Sylvester Stallone""}]","[{""id"": 16483, ""name"": ""Sylvester Stallone""}, {""id"": 4521, ""name"": ""Burt Young""}, {""id"": 16501, ""name"": ""Milo Ventimiglia""}, {""id"": 16502, ""name"": ""Geraldine Hughes""}, {""id"": 16503, ""name"": ""James Francis Kelly III""}]",https://www.themoviedb.org/movie/1246,TMDB 5000 Movie Dataset,2026-09-12
49666,18615,Fur: An Imaginary Portrait of Diane Arbus (2006),Fur: An Imaginary Portrait of Diane Arbus,2006-08-30,"In 1958 New York Diane Arbus is a housewife and mother who works as an assistant to her husband, a photographer employed by her wealthy parents. Respectable though her life is, she cannot help but feel uncomfortable in her privileged world. One night, a new neighbor catches Diane's eye, and the enigmatic man inspires her to set forth on the path to discovering her own artistry.",en,"[{""id"": 67795, ""name"": ""Steven Shainberg""}]","[{""id"": 2227, ""name"": ""Nicole Kidman""}, {""id"": 3223, ""name"": ""Robert Downey Jr.""}, {""id"": 15232, ""name"": ""Ty Burrell""}, {""id"": 1166, ""name"": ""Harris Yulin""}, {""id"": 13724, ""name"": ""Jane Alexander""}]",https://www.themoviedb.org/movie/18615,TMDB 5000 Movie Dataset,2026-09-12
49772,14202,"Painted Veil, The (2006)",The Painted Veil,2006-12-09,"A British medical doctor fights a cholera outbreak in a small Chinese village, while also being trapped at home in a loveless marriage to an unfaithful wife.",en,"[{""id"": 96166, ""name"": ""John Curran""}]","[{""id"": 819, ""name"": ""Edward Norton""}, {""id"": 40656, ""name"": ""Juliet Howland""}, {""id"": 3489, ""name"": ""Naomi Watts""}, {""id"": 96167, ""name"": ""Ian Renwick""}, {""id"": 23626, ""name"": ""Liev Schreiber""}]",https://www.themoviedb.org/movie/14202,TMDB 5000 Movie Dataset,2026-09-12
49793,11170,We Are Marshall (2006),We Are Marshall,2006-12-12,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",en,"[{""id"": 36425, ""name"": ""McG""}]","[{""id"": 10297, ""name"": ""Matthew McConaughey""}, {""id"": 28657, ""name"": ""Matthew Fox""}, {""id"": 53650, ""name"": ""Anthony Mackie""}, {""id"": 11064, ""name"": ""David Strathairn""}, {""id"": 6972, ""name"": ""Ian McShane""}]",https://www.themoviedb.org/movie/11170,TMDB 5000 Movie Dataset,2026-09-12
49824,1125,Dreamgirls (2006),Dreamgirls,2006-12-25,"Three young women – Deena Jones, Effie White and Lorrell Robinson – dream of becoming pop stars and they get their wish when they're chosen to be backup singers for the legendary James 'Thunder' Early.",en,"[{""id"": 15557, ""name"": ""Bill Condon""}]","[{""id"": 134, ""name"": ""Jamie Foxx""}, {""id"": 14386, ""name"": ""Beyoncé Knowles""}, {""id"": 776, ""name"": ""Eddie Murphy""}, {""id"": 2047, ""name"": ""Danny Glover""}, {""id"": 15565, ""name"": ""Jennifer Hudson""}]",https://www.themoviedb.org/movie/1125,TMDB 5000 Movie Dataset,2026-09-12
49910,1646,Freedom Writers (2007),Freedom Writers,2007-01-05,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",en,"[{""id"": 2163, ""name"": ""Richard LaGravenese""}]","[{""id"": 448, ""name"": ""Hilary Swank""}, {""id"": 349, ""name"": ""Scott Glenn""}, {""id"": 11356, ""name"": ""Imelda Staunton""}, {""id"": 18352, ""name"": ""Patrick Dempsey""}, {""id"": 58961, ""name"": ""Mario""}]",https://www.themoviedb.org/movie/1646,TMDB 5000 Movie Dataset,2026-09-12
49957,8618,"History Boys, The (2006)",The History Boys,2006-10-02,"The story of an unruly class of bright, funny history students at a Yorkshire grammar school in pursuit of an undergraduate place at Oxford or Cambridge. Bounced between their maverick English master, a young and shrewd teacher hired to up their test scores, a grossly out-numbered history teacher, and a headmaster obsessed with results, the boys attempt to pass.",en,"[{""id"": 55476, ""name"": ""Nicholas Hytner""}]","[{""id"": 55465, ""name"": ""Samuel Anderson""}, {""id"": 55470, ""name"": ""Dominic Cooper""}, {""id"": 55466, ""name"": ""James Corden""}, {""id"": 55471, ""name"": ""Samuel Barnett""}, {""id"": 55469, ""name"": ""Russell Tovey""}]",https://www.themoviedb.org/movie/8618,TMDB 5000 Movie Dataset,2026-09-12
49961,1259,Notes on a Scandal (2006),Notes on a Scandal,2006-12-25,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",en,"[{""id"": 36693, ""name"": ""Richard Eyre""}]","[{""id"": 5309, ""name"": ""Judi Dench""}, {""id"": 112, ""name"": ""Cate Blanchett""}, {""id"": 2440, ""name"": ""Bill Nighy""}, {""id"": 36594, ""name"": ""Juno Temple""}, {""id"": 37048, ""name"": ""Max Lewis""}]",https://www.themoviedb.org/movie/1259,TMDB 5000 Movie Dataset,2026-09-12
50003,9053,DOA: Dead or Alive (2006),DOA: Dead or Alive,2006-09-07,Four beautiful rivals at an invitation-only martial-arts tournament join forces against a sinister threat. Princess Kasumi is an aristocratic warrior trained by martial-arts masters. Tina Armstrong is a wrestling superstar. Helena Douglas is an athlete with a tragic past. Christie Allen earns her keep as a thief and an assassin-for-hire.,en,"[{""id"": 35452, ""name"": ""Corey Yuen Kwai""}]","[{""id"": 56824, ""name"": ""Jaime Pressly""}, {""id"": 6278, ""name"": ""Devon Aoki""}, {""id"": 55776, ""name"": ""Holly Valance""}, {""id"": 56825, ""name"": ""Sarah Carter""}, {""id"": 21430, ""name"": ""Natassia Malthe""}]",https://www.themoviedb.org/movie/9053,TMDB 5000 Movie Dataset,2026-09-12
50005,1494,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),Curse of the Golden Flower,2006-12-21,"During China's Tang dynasty the emperor has taken the princess of a neighboring province as wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.",en,"[{""id"": 607, ""name"": ""Zhang Yimou""}]","[{""id"": 1619, ""name"": ""Chow Yun-fat""}, {""id"": 643, ""name"": ""Gong Li""}, {""id"": 17380, ""name"": ""Jay Chou""}, {""id"": 20654, ""name"": ""Liu Ye""}, {""id"": 17385, ""name"": ""Qin Jun-Jie""}]",https://www.themoviedb.org/movie/1494,TMDB 5000 Movie Dataset,2026-09-12
50064,182,"Good German, The (2006)",The Good German,2006-12-08,An American journalist played by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett.,en,"[{""id"": 1884, ""name"": ""Steven Soderbergh""}]","[{""id"": 1461, ""name"": ""George Clooney""}, {""id"": 112, ""name"": ""Cate Blanchett""}, {""id"": 2219, ""name"": ""Tobey Maguire""}, {""id"": 2220, ""name"": ""Tony Curran""}, {""id"": 2221, ""name"": ""Leland Orser""}]",https://www.themoviedb.org/movie/182,TMDB 5000 Movie Dataset,2026-09-12
